485
image_name	category_name
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2175).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2185).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2245).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2255).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2265).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1107-14428-14428 (2-1)-20200129-1 (2275).jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\122-122-set1026k0a-set1026k0a-s_8.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\122-122-set856c06-set856c06-s_6.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\157976057762646300_906335137.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160032149928911100_712813240.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160086249079398800_1473838686.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160265444128984400_1541004883.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160265444796676500_543318482.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160283389121842400_1385291987.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\16030757-1 (276).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\16030757-1 (294).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1603076-0001 (3746).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160317635610948100_1 (10).jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\160317635610948100_1 (113).jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (1158).jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (1165)5.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (1358)3.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (1525).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (1909).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (745).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\1605237573155300_1 (760).jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2-1-bl821(2)-재고(도트bl)6.27-3-IMG_2675.jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2-1-bl821(2)-재고(도트bl)6.27-3-IMG_2706.jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2-1-bl821(2)-재고(도트bl)6.27-3-IMG_2729.jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2-1-bl821(2)-재고(도트bl)6.27-3-IMG_2795.jpg	탑
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2015-06-05 in calli 99364.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2015-06-05 in calli 99416.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2015-11-24 in calli2 8321.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2015-11-24 in calli2 8531.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2016-03-03 in calli01 17600.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2016-03-03 in calli01 17673.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2016-09-20 in calli 48210.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-02-22 in calli 75300.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-02-22 in calli 75398.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 95343.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 95698.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 95785.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 95842.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 96297.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-06-22 in calli 96673.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-07-02 in calli 8200.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-07-02 in calli 8247.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-07-02 in calli 9714.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-07-02 in calli 9761.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-09-14 in calli 103263.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-11-09 in calli 110875.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-11-09 in calli 110936.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2017-11-09 in calli 111011.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2018-06-08 in calli 5990.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2018-09-14 in calli 17321.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2018-09-14 in calli 17399.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2018-10-10 in calli 20426.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2018-10-10 in calli 20452.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180115(대행)16-bl1071(2)-다다(대행,고양이)1.18-01-IMG_2500.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180115(대행)16-bl1071(2)-다다(대행,고양이)1.18-01-IMG_2538.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180117(대행)26-lg014(2)-아론(대행,에이로즈SK)1.23-24-IMG_9490.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180117(대행)26-lg014(2)-아론(대행,에이로즈SK)1.23-24-IMG_9515.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180117(대행)26-lg014(2)-아론(대행,에이로즈SK)1.23-24-IMG_9546.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180118(대행)22-sk1791(2)-다다(대행,물방울S.K)1.22-11-IMG_1314.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180118(대행)22-sk1791(2)-다다(대행,물방울S.K)1.22-11-IMG_1363.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180118(대행)22-sk1791(2)-다다(대행,물방울S.K)1.22-11-IMG_1411.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180228(중국)-샘플-bIMG_0994 (2151).jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180228(중국)-샘플-bIMG_0994 (3135).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180228(중국)-샘플-bIMG_0994 (3155).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180305(샘플)-bl1-지끼(샘플IMG_0576 (1209).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180305(샘플)-bl1-지끼(샘플IMG_0576 (1219).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180305(샘플)-bl1-지끼(샘플IMG_0576 (1350).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180305(샘플)-bl1-지끼(샘플IMG_0576 (938).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180305(샘플)-bl1-지끼(샘플IMG_0576 (948).jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20180517(샘플,중국)-t2474(3)-GO(샘플,두줄어깨끈)-1-0287.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20181106(대행)-nt1166k8b(3)-커피샤워(대행,보브소매트임)11.9-2-DSC_6526.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2019-01-30 in calli 32236.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2019-01-30 in calli 32291.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190308(샘플,중국)-국내0308-할당-bl2171k93(3)-지끼(샘플,무지트윌블라우스)03.08-1-IMG_2132.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190308(샘플,중국)-국내0308-할당-bl2171k93(3)-지끼(샘플,무지트윌블라우스)03.08-1-IMG_2212.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190308(샘플,중국)-국내0308-할당-bl2171k93(3)-지끼(샘플,무지트윌블라우스)03.08-1-IMG_2252.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190322(대행)-할당-bl2239k93(2)-나비(샘플,파라오)03.22-아이-DSC02875.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190322(대행)-할당-bl2239k93(2)-나비(샘플,파라오)03.22-아이-DSC02895.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190322(대행)-할당-bl2239k93(2)-나비(샘플,파라오)03.22-아이-DSC02915.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190322(대행)-할당-bl2239k93(2)-나비(샘플,파라오)03.22-아이-DSC02935.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01089.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01119.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190605-탑-튤립OPS-모델컷 s파일만 12장 작업해주시면 됩니다 전신 3장-DHP01149.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03654.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190625-pt3829k96(1)-세븐스타(대행,1053)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03697.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03759.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03801.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190625-pt3830k96(1)-세븐스타(대행,1055)6.27-밑단 접은거 안접은거 반반 작업해주세요-DHP03837.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4588.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4626.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190704(중국,샘플)-jk1700k97(4)-마루(샘플,왕단추자켓)0704얼굴컷-메인-레드오렌지-IMG_4663.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20190905(중국,샘플)-bl2667k98(4)-지끼(샘플,메이슨블라우스)0905얼굴컷-밝기보정해주세요! sk2427이미지같아여-IMG_5641.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00055.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00083.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP00121.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191023-bl2721k9a(2)-커피샤워(대행,넬나염BL)10.23-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-DHP09992.jpg	블라우스
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191209-nt1774k9c(2)-제이보니(샘플,캔디니트)12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_09.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20191209-sk2518k9c(3)-스랍&아하(샘플,키리sk(레자))12.09-얼굴컷 사진 셀렉 신경써주시고 제품컷 색상 맞춰서 작업해주세여~-KakaoTalk_20191212_162628908_12.jpg	니트웨어
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\2019_09_07_IMG_19537.jpg	셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08613.jpg	티셔츠
C:\Users\KOH\PycharmProjects\pythonProject1\Mod5_FashionRecommendations-master\K-Fashion 이미지\원천데이터\레트로\20200109-pt4416k01(7)-엘투(대행,828)-pt4416 모델컷추가-DHP08633.jpg	티셔츠
